SubString Matches,Exact Matches,Word
1,0,dubie
1,0,palmira
6,0,fitte
20,1,matan
11,0,ksas
37,0,canuck
16,0,matar
15,0,matas
1,0,buça
1,0,saanich
6,0,doque
2,0,hartford
1,0,oswego
2,0,fitta
2,0,iquitos
1,0,corneta
5,0,satan
1,0,wodka
1,0,roofie
3,0,kengo
1,0,mandeville
4,0,kenga
24,0,padre
13,1,bouche
9,0,jpeg
3,0,hundert
6,0,minge
5,1,abuela
4,0,cozza
8,0,abuelo
26,0,minga
57,0,ponce
14,0,kenke
1,0,calera
2,0,puerco
4,0,windsor
152,0,avon
1,0,brochar
31,0,avra
1,0,litse
9,0,lorain
5,0,yakuza
1,0,bourrin
2,0,langue
6,0,demonio
4,1,doofus
12,0,gangsta
13,1,checa
1,0,satme
9,0,capital
36,0,minor
25,0,minot
3,0,wadley
1,0,nukka
5,0,sargento
13,0,ojeda
10,0,plebe
4,0,folsom
2,0,kokot
16,0,arizona
2,0,pamplona
1,0,dedada
3,0,mamona
5,0,paal
3,0,pommy
154,0,paco
4,0,meada
3,0,pommi
16,0,hidalgo
2,1,morelos
5,0,zaragoza
6,0,thirty
8,0,toronto
3,0,killing
17,0,fixer
3,0,tabasco
4,0,politi
1,1,itaipava
1,0,pomps
29,0,tysha
16,0,pompe
1,0,spacken
1,0,bzaz
129,0,pepper
7,0,schwein
6,1,vitória
3,0,pinson
2,0,nigor
5,0,vallejo
27,0,paja
4,0,peepee
5,0,pompa
9,0,harvest
24,0,center
2,0,morelia
4,0,bioch
10,0,baileys
2,0,nigre
151,0,palo
17,0,tampa
7,0,winfield
3,1,nigra
1,0,twitter
97,0,pali
2,0,sjuf
44,0,pako
1,0,patruuna
1,0,slocomb
1,0,louisville
8,0,enterprise
10,0,mignon
1,0,pelón
5,0,kenai
26,0,dominator
2,0,nigro
3,0,hickory
1,0,terrone
4,0,husband
7,0,nigur
131,0,papi
1,1,bayamo
21,0,banane
41,0,chela
7,0,banano
79,1,chele
4,0,pistola
1,0,fillmore
68,0,otaku
1,0,barahona
1375,0,park
7,0,chemo
1,0,binyu
1,0,diaba
1,0,fullerton
154,0,crack
1,0,papá
37,0,salazar
7,0,zorra
44,0,capri
18,0,pase
2,0,amoureux
10,0,mimar
18,0,diabo
4,0,dingus
40,0,enjen
11,0,blackie
2,0,pawt
1,0,hampshire
34,0,sked
1,0,provincia
2,0,marín
1,0,ciggy
31,0,chandler
8,1,psyko
1,0,ritzen
1,1,matanzas
4,0,ghay
5,0,ghae
1,0,joppa
54,0,grayson
131,0,beach
1,0,jaggu
34,0,rodger
11,0,segura
2,0,cigar
1,0,нигер
1,0,mcneal
3,0,brinca
2,0,lafayette
1,0,bairro
250,0,jesus
1,0,montrose
253,0,skid
1,0,feck
20,0,twenty
9,0,ghey
56,0,addict
40,0,sweety
9,0,anaal
3,0,ripar
1,0,rincón
1,0,burundanga
2,0,coyos
5,0,hasch
25,0,howell
3,0,directions
204,0,skit
1,0,fehg
40,1,isabela
1,0,kojon
26,0,skol
20,1,feit
228,0,stick
1,0,glande
6,0,feig
1,0,saddam
1,0,nihilist
26,0,vitoria
1,0,lambada
168,0,smurf
10,0,ghog
122,0,evans
1,0,mammari
152,0,tigger
1,0,stify
1,0,ubich
4,0,whisky
7,0,portillo
16,0,california
15,0,anaru
1,0,matase
1,0,humse
31,0,crank
7,0,sucker
5,0,talca
1,0,beck's
1,0,buckra
23,0,femi
13,0,internet
1,0,tnuc
11,0,piller
14,0,poloc
25,0,polla
3,0,southside
1,0,honkie
52,0,beats
7,0,olivares
3,0,enjun
8,0,sarma
5,0,craps
104,0,fera
1,0,ashaway
15,0,axes
1,0,verkrachter
17,0,dudle
81,0,insta
2,0,nifoc
9,0,packi
2,0,rampart
4,0,feto
40,0,skyp
2,0,swallow
18,1,monroe
4,0,caldas
348,1,alexander
1,0,honker
5,0,matara
2,0,honkey
63,0,axis
22,0,urca
1,0,polvo
57,0,oliva
5,0,suckle
28,0,skool
2,0,feuj
1,0,crixto
89,0,anale
44,0,ayala
5,0,packy
160,1,craig
60,0,anali
24,0,valencia
52,0,diablo
8,1,veneno
1,0,sleeze
4,0,maudit
7,0,elgin
2,0,gspot
23,0,slag
10,0,espinoza
5,0,kuja
11,0,barcelona
2,0,tailler
33,0,google
1,0,plainfield
745,0,logan
10,1,judas
1,0,wanker
1,0,capote
67,0,slap
3,0,supai
260,0,silva
1,1,honolulu
165,0,qwerty
43,0,amado
1,0,mataba
17,0,kund
1,0,badass
1,0,busty
1,0,diablito
1,0,shite
1,0,himey
129,0,urin
2,0,boaco
5,0,lanett
4,0,vache
196,1,toin
2,0,gramse
2,0,himem
141,1,dakota
1,0,juden
21,0,slem
15,0,slet
4,0,eagar
5,0,taper
1,0,locão
33,0,kusa
59,0,kush
18,0,kuse
117,0,toli
2,0,weanie
6,0,chocho
1,0,beener
3,1,pootis
81,0,toke
1,0,whitie
2,0,talara
16,0,carver
2,1,osorno
8,1,dutton
2,0,viciado
20,0,login
6,0,viagra
11,0,urpo
42,1,tapia
437,0,ione
2,1,mussa
4,0,chocha
46,0,slit
29,0,kusi
92,0,slip
6,0,fontaine
90,0,topi
8,0,pwnage
16,1,whitey
72,0,topa
4,0,s***
75,0,tool
33,0,regal
1,0,georgetown
7,0,hilled
2,0,herberge
7,0,chirri
1,0,bedat
19,0,egypt
24,0,buffalo
2,0,cannabis
2,0,whitby
1,0,prelude
4,0,gilf
3,0,stoddard
2,0,philes
10,1,hotmail
1,0,itasca
26,0,tots
1,0,slusk
3,0,saute
34,0,tosk
18,0,danar
105,1,gini
1,0,pylly
16,0,gimp
12,0,danbe
570,0,flash
30,0,iowa
4,0,flaps
1,0,bichoca
12,0,gips
41,0,perra
229,0,ecke
8,0,ghetto
3,0,arouse
54,0,perse
14,0,healy
1,0,philia
16,0,mayar
1,0,cabeza
4,0,rk62
10,0,slum
65,0,.com
3,0,arlington
31,0,gism
2,1,totó
1,0,slut
1,0,guatemala
2,0,czarnuch
14,0,leiva
1,0,altoona
1,0,stamford
11,0,godoy
2,0,swinging
2,0,mecos
3,0,pervo
1,0,floozy
25,0,gits
2,0,midland
16,0,perve
15,0,catin
1,0,shiet
2,0,lycos
545,0,flame
8,0,catho
2,0,borrero
12,0,slurp
30,0,mayer
4,1,papito
1,0,hatred
7,0,rk95
5,0,bostero
1,0,pcoc
157,0,flake
40,0,butch
7,0,quiroga
51,1,strawberry
66,0,ariano
1,0,kinston
65,0,zalez
55,0,rize
101,1,gizm
256,0,amant
106,0,hmar
16,1,flack
41,0,shima
8,0,vacca
3,0,dozier
20,0,shina
2,0,sibley
2,0,undies
24,0,harming
365,0,shine
17,0,mercer
73,0,usel
3,0,flippin
26,0,sandoval
107,0,lyon
17,0,orozco
1,0,boobies
1,0,formosa
1,0,culon
19,0,patter
1,0,maracas
1,0,gurley
847,0,lynn
3,0,douze
2,0,olathe
52,0,smeg
1,0,jalisco
27,0,herrera
1,0,caguas
1,0,pattar
41,0,usle
1,0,fourteen
13,0,knife
1,0,smex
67,0,vargas
132,0,perez
7,0,narko
22,0,venti
1,0,skyder
33,1,perle
1,0,artard
10,0,conway
1,0,schinder
2,0,loffa
1,0,pérez
86,0,edad
1,0,absinth
8,0,langston
1,0,poofs
11,0,jaina
16,0,camera
23,0,burro
8,0,burra
5,0,poofy
1,0,felch
4,0,domination
8,0,brighton
2,0,sluge
42,1,ussy
1,0,taringa
1,0,columbus
2,0,seward
3,0,voadora
2,0,[gm]
1,0,cruzar
61,0,burne
342,0,phoenix
3,0,vermont
17,0,edmond
83,0,duncan
326,0,azar
55,0,dago
1,0,luling
39,0,lamber
5,0,treize
2,0,pachuco
1,0,balzak
18,0,carlton
12,0,clemson
14,0,twelve
33,1,madrid
40,0,minus
1,0,cornear
7,0,satsu
4,0,smut
3,1,madriz
4,0,pecker
1,0,aleneva
1,0,calato
14,0,minto
62,0,regina
2,0,taney
14,0,dover
1,0,pikken
3,0,demente
1,0,69er
133,0,nelson
19,0,tanga
1,0,longaniza
3,0,region
5,0,venas
2,0,tishar
1,0,pittsburgh
18,1,ripley
4,0,dufus
21,0,damn
1,0,cacalan
2,0,location
424,0,dama
2,0,sauter
10,0,ambler
189,1,zane
23,0,utah
16,0,stoffer
9,0,aguilera
1,0,ñanga
69,0,dalton
5,0,bobito
1,0,ávila
1656,0,dart
1,0,neunzig
7,0,assed
21,0,ramsey
41,0,dass
11,0,youtube
46,0,brito
7,0,dicks
22,1,salinas
1,0,bellevue
4,0,koolie
1,0,spooge
3,0,adolph
1,1,hopewell
17,0,shiloh
6,0,kools
1,0,hurpa
5,0,sperma
2,0,doobee
1,0,hurpe
11,0,alvarado
9,0,huron
1,0,kafer
2,0,mayfair
1,0,beckley
28,0,daym
40,0,snik
34,0,snif
1,1,deviantart
3,0,porks
7,0,azua
7,0,boche
581,1,andrew
1,0,ouachita
71,0,chile
2,0,chink
1,0,chinq
39,0,chinc
6,0,penner
146,0,azzi
18,0,verga
19,0,theodore
2,0,sedona
1,0,hierba
7,0,snog
8,0,pees
14,0,a**
1,0,esclave
11,0,zbar
1,0,compadre
17,0,foley
6,0,peen
31,0,verge
17,0,contreras
14,0,zbab
31,0,pedo
1,0,undoes
1,0,birus
44,0,mocha
1,0,somerville
5,0,porro
6,0,porre
10,0,goofball
11,0,porra
99,0,chica
9,0,heroin
1,0,a*s
5,0,girlfriend
112,0,chico
59,0,snot
8,0,durham
8,0,boulder
9,0,crowley
7,0,benner
8,0,doobie
3,0,heflin
1,0,pompis
26,0,chien
1,0,rionegro
5,0,bustamante
15,0,chier
1,0,befen
13,0,mocho
17,0,snut
36,0,mobil
5,0,password
4,0,hnus
37,0,liberty
21,0,amante
79,0,pene
70,0,pena
6,0,ritsa
1,0,trillion
4,0,bisou
5,0,manhattan
2,0,mcnary
6,0,courtland
7,1,nunya
39,0,pepa
226,0,pepe
3,0,babbie
5,0,quatro
87,0,bryant
51,0,hayes
9,0,cuatro
3,0,sinke
1,0,omanko
4,0,sinko
1,0,anaheim
77,0,peru
71,0,perv
2,0,sobrino
28,0,newton
1,0,hooker
139,0,theba
1,0,pelham
1,0,hammered
19,0,arsel
120,0,peta
2,0,porrada
125,0,jude
1,0,jugs
12,0,hoar
1,0,goodhue
1,0,cacoso
1,0,oinker
3,0,liberia
98,1,miranda
3,0,chizo
12,1,ritze
1,0,freier
1,0,juif
2,0,arsat
164,0,tres
17,0,sobo
418,0,hock
4,0,porco
78,0,hobo
3,0,soak
5,0,pewb
194,0,chito
11,0,hoer
4,0,facho
49,0,howard
15,0,arsch
14,0,eskimo
12,0,sodo
4,0,bonbons
6,0,bisch
134,0,sock
59,0,soco
4,0,chivo
20,0,tramp
343,0,trip
70,0,warren
1,0,pomona
91,0,trans
17,0,fick
93,0,fica
3,0,lipscomb
4,0,alabaster
14,0,ballplay
492,1,peter
7,0,maldonado
57,0,katherine
16,0,niker
1,0,underwear
165,0,creep
1,0,pfad
1,0,cunny
1,0,tacote
1,0,lopette
184,0,trou
4,0,tennessee
15,0,konne
24,0,homo
438,0,troy
24,0,spank
66,0,raymond
15,0,hiney
4,0,moulton
29,0,figa
3,0,fluffer
5,0,catso
17,0,hoor
1,0,marrone
2,0,lupton
25,0,python
2,0,babaca
12,0,mcgrath
49,0,dragoon
482,0,butte
99,0,irra
231,1,cream
2,0,hindu
7,0,hindi
2,0,butsu
2,0,oakville
76,0,romero
159,0,hora
82,0,hore
5,1,biloxi
11,0,buchanan
3,0,dieci
482,0,austin
5,0,creem
9,0,nikka
2,0,pollas
47,0,acosta
10,0,bander
1,0,guardone
11,0,caldwell
21,0,fika
2,0,calice
1,0,fims
16,0,shizzle
20,1,soss
10,0,spast
247,0,heath
5,0,konto
154,1,fing
2,0,delaware
21,0,tacoma
100,0,sosa
2,0,navarrete
78,0,film
87,0,trut
3,0,uranus
60,0,horo
294,0,hort
1,0,manresa
106,0,fion
1,0,elsmere
117,1,soto
170,0,ocho
91,0,badger
67,0,fink
16,0,beech
1,0,piscio
2,0,pulling
1,0,numse
2,1,sticking
8,0,richmond
14,0,everett
1,0,eldridge
125,0,jewel
52,0,chibi
144,0,fist
1,0,pikenes
1,0,sturgis
19,0,hoyo
1,1,mamahuevo
3,0,vermine
1,0,stricha
8,0,tapin
4,0,пан
206,0,five
2,0,maldita
7,0,maldito
3,0,fixa
14,0,tsat
7,0,osage
10,0,rodeo
2,0,comisario
19,0,beezy
1,1,bestial
23,0,osama
3,0,hardon
3,0,rubbin
5,0,mamita
21,0,birch
371,0,natal
2,0,lansing
1,0,venire
9,0,baster
2,1,fairview
1,0,dormir
35,0,kyll
4,0,vadia
1,0,dokyun
58,0,spaz
8,0,kyke
33,0,aguilar
19,0,spack
103,0,abigail
1,0,mataras
1,0,puant
3,0,zamel
3,0,zamen
68,0,spade
9,0,oatman
3,0,terrorist
45,0,petal
3,0,mescal
2,0,norwich
2,0,jotos
5,0,spew
10,0,chancha
31,0,spic
23,0,dayton
116,0,tater
291,0,spik
3,0,chancho
38,0,alaska
10,0,ketsu
7,0,trente
1,0,mamilo
1,0,bochecha
3615,1,abe
1986,0,abo
1,0,riverview
2,0,warsaw
1852,0,adr
13,0,washington
2,0,greaser
1,0,toluca
2677,0,age
132,0,caca
59,0,eggs
573,0,aho
4,0,tungo
345,0,ahs
45,0,buckeye
1,0,bebida
880,1,aim
15,0,cabrera
109,1,naca
813,0,ajo
16,0,cack
1,0,gomorra
77,0,naco
151,0,nabo
11,0,wench
4,0,labia
2,0,mississippi
3,0,graine
19,0,naff
1,0,néné
2,0,qweer
2,1,viceroy
29,0,caga
11840,0,ale
30,0,dukes
1594,0,alk
16,0,bitte
216,0,amf
13,0,cidade
2076,0,amp
8655,1,ana
1,0,bittt
3,0,potta
1,0,fondl
3,0,freaking
3958,0,ano
1,0,hurper
42,0,cago
2,0,gigolo
11,1,martín
395,0,aol
12,0,haines
4,0,crica
9,0,alá
1057,0,ape
1,0,trolar
1,1,libertyville
16,0,kodiak
1,0,bæsj
14,0,hampton
16,0,lolita
28,0,yaho
35,0,yaku
1,0,dailymotion
396,1,came
3040,0,ars
21,0,darky
5,0,nakt
187,0,wilson
447,0,cali
1884,0,asi
8478,1,ash
478,0,asl
2883,0,ass
2,1,sonora
28,0,aniak
52,0,cams
2,0,negger
2,0,peterman
3779,0,ave
6,0,camé
1,0,fleto
1,0,sploosh
2,0,winkelman
98,0,napa
1,0,beibi
3,0,pennington
11,1,naon
2,0,livingston
4,0,seder
60,0,narr
179,0,casa
120,0,cary
697,0,axe
4,0,looser
525,0,cass
9,0,broca
2,0,díaz
32,0,sticks
1,0,senjin
28,0,sticky
10,0,figueroa
17,0,flesh
9,0,aneros
1,0,trdlo
4,0,assault
1217,0,azi
1630,0,azz
1,0,vagna
120,0,nasi
2,0,kahbe
1,0,choking
147,0,naut
111,0,cave
2,0,package
15,0,profil
5,0,janki
1,0,madrazo
11,0,kingman
9,0,insert
2,0,quimby
1,0,vagin
6,0,albur
14,0,christen
202,0,bae
4,0,nazi
3118,0,bar
299,0,baz
3,0,hussy
29,0,alamo
1,0,loxley
8,0,etage
2,0,poppers
106,0,bch
1,0,camiri
261,0,dead
5,0,boudin
5,0,poser
38,0,xfire
23,0,richardson
42,0,barnes
1,0,slyna
1,0,northway
291,0,bed
114,0,deck
309,0,bek
10,0,zebb
145,0,bez
1,0,dubuque
31,0,debu
11,0,fader
5,0,megge
14,0,megga
2,0,seaford
1,0,plonker
20,0,deek
3,0,gnoc
45,1,deez
40,0,dedo
133,1,dede
7,0,hayward
189,0,bii
3,0,slaughter
2,0,winnipeg
29,0,becker
1,0,screwed
85,0,gnom
276,0,santiago
1,0,aliviar
2,0,boyfriend
1,0,ehrenberg
3,0,zehn
2,0,grubby
24,0,blb
4,0,scheet
1,0,spleet
233,1,roger
1,0,bispo
2,0,locona
59,0,deka
1,1,trafford
575,0,bom
5,0,minable
3,0,s-se
1,0,facial
199,0,phon
1,1,possy
419,0,dell
3,0,gresham
27,0,saturn
11,0,spanner
3,0,bootie
1,0,abanda
1,0,halifax
2,0,culebra
7,0,pucha
7,0,calhoun
83,0,zena
4,0,wilton
5,0,shlok
760,0,bud
319,0,bum
1,0,hernández
1,0,oshawa
4,0,shikan
8,0,cinco
2,0,skurk
666,1,zero
5,0,mocos
1,0,paire
20,0,beatrice
18,0,tuca
66,0,tube
1,1,fredericton
53,0,norman
10,0,eunice
91,0,deus
5,0,surra
10,0,srab
1,0,canhão
11,0,sral
15,0,yogurt
131,0,road
4,0,glasgow
8,1,nbsp
3,0,drank
28,0,kingston
41,0,gmail
15,0,deze
15,0,gogol
1,0,blitch
1216,0,james
100,1,aurora
1,0,paita
36,0,gode
17,1,tuit
1,0,sklave
2,0,roev
522,1,taylor
93,0,graham
3284,1,cam
103,0,flex
346,0,cay
32,0,rivas
1,0,trabas
13,0,cd9
